num_of_players, total_bet, last_loss, last_revenue, consecutive_wl, last_result,current_result
54,3574300,25716444759,1325600,-2,1.61,1.14
51,2064500,25716445451,3567000,-3,1.14,1.02
54,7494700,25716445451,2064500,-4,1.02,4.65
57,3973100,25720491933,154200,1,4.65,1.59
53,2464300,25721096464,2044300,-1,1.59,1.94
46,1858200,25721273525,1352300,-2,1.94,4.35
46,1592000,25723130289,106400,1,4.35,3.17
46,2789100,25724148330,208400,2,3.17,1.6
43,2714800,25724307604,1836100,-1,1.6,1.22
50,2800700,25724614662,1069900,-2,1.22,3.14
49,6414900,25726477040,945600,1,3.14,4.7
45,2820600,25729220999,198900,2,4.7,3.06
53,4443000,25730772729,269900,3,3.06,1.64
50,1409600,25731641329,929100,-1,1.64,1.46
51,1632100,25731727102,1054700,-2,1.46,1.81
51,2333800,25731822875,1361500,-3,1.81,3.32
59,2380400,25735002557,161400,1,3.32,1.02
51,2050700,25735002557,2380400,-1,1.02,7.53
54,2550700,25737147120,20900,1,7.53,14.63
51,1799800,25740620928,8400,2,14.63,1.07
51,2187600,25740620933,1799700,-1,1.07,2.92
51,6749400,25741630186,517600,1,2.92,8.67
46,661500,25743409643,59300,2,8.67,1.81
50,1434200,25743524624,204200,-1,1.81,6.85
56,2485300,25746088264,58500,1,6.85,1.11
51,2123800,25746090646,2460400,-1,1.11,4.94
45,24620000,25747991062,401200,1,4.94,85.88
55,10191900,25759626664,8100,2,85.88,1.88
44,782100,25760790582,5549700,-1,1.88,1.45
51,11947200,25760869739,568900,-2,1.45,1.96
48,11440000,25766020729,812600,-3,1.96,5.38
47,3718700,25777312718,138500,1,5.38,2.86
21,647200,25778812009,683300,2,2.86,2.64
19,114700,25778851305,570300,3,2.64,1.19
21,399200,25778858164,74100,-1,1.19,38.42
50,6039800,25781581126,8100,1,38.42,3.54
46,6625800,25787291271,347400,2,3.54,5.07
42,952000,25788803474,177800,3,5.07,1.01
45,1357900,25788803474,952000,-1,1.01,11.85
49,22514100,25790681241,108300,1,11.85,2.9
53,11984700,25803740455,424400,2,2.9,10.51
47,1177700,25816668367,133300,3,10.51,1.91
50,1113700,25816825903,372000,-1,1.91,6.58
52,5644700,25817468923,260400,1,6.58,1.43
56,33159900,25817754763,1398700,-1,1.43,5.11
42,31574400,25822098527,133400,1,5.11,1.45
58,33423100,25822152803,31038700,-1,1.45,2.27
51,21489800,25842750641,922100,1,2.27,8.63
46,22020900,25854780796,12200,2,8.63,9.68
51,2536600,25866300942,140000,3,9.68,1.27
48,2422300,25866399466,1259100,-1,1.27,2.91
49,3185800,25867340902,627300,1,2.91,2.3
55,33237800,25868183899,488900,2,2.3,1.82
50,32790200,25875147823,706200,-1,1.82,2.98
57,3432300,25878781286,1686600,1,2.98,5.14
48,3992900,25881896352,32800,2,5.14,2.06
50,2729200,25882888832,233500,3,2.06,2.83
50,9018300,25883478285,1276200,4,2.83,1.48
47,4222800,25883584056,8692300,-1,1.48,9.53
52,7330300,25889788765,12300,1,9.53,1.5
52,11129000,25889998415,5767100,-1,1.5,2.23
50,36695700,25900238358,580400,1,2.23,1.16
51,1130100,25900240056,36682300,-1,1.16,17.6
47,36104500,25902993482,2300,1,17.6,1.21
53,1750900,25903004300,36038500,-1,1.21,1.31
47,51322000,25903018018,1684900,-2,1.31,1.65
40,1070000,25922701573,756900,-3,1.65,1.18
43,2655100,25922709571,1004000,-4,1.18,1.95
47,2314400,25924026761,1037700,-5,1.95,2.57
52,3228600,25924928456,726700,1,2.57,87.97
51,7003600,25928554880,0,2,87.97,2.34
49,7476600,25935687814,246300,3,2.34,2.97
51,7340900,25942307877,535400,4,2.97,2.92
53,5159700,25948032712,676100,5,2.92,2.43
54,7309300,25951790327,575400,6,2.43,21.66
46,5924300,25957784644,200,7,21.66,10.2
54,5700300,25965076553,38400,8,10.2,38.87
55,8147100,25971678005,0,9,38.87,1.05
42,2351500,25971738010,6647000,-1,1.05,1.17
37,999200,25971868218,1081500,-2,1.17,5.85
53,8365100,25972671124,103400,1,5.85,1.85
48,1647400,25973176922,1210000,-1,1.85,1.5
52,5546200,25973250344,1270500,-2,1.5,6.18
49,6995100,25980740754,158500,1,6.18,5.9
48,6661900,25984175883,207300,2,5.9,1.46
41,880800,25984692886,628500,-1,1.46,1.53
54,15494300,25984914650,165500,-2,1.53,6.99
59,6235600,26000409395,106800,1,6.99,1.39
54,18563300,26000664461,3836500,-1,1.39,4.14
52,2888100,26009906485,165300,1,4.14,4.76
53,3451100,26014694023,165900,2,4.76,1.7
55,2668700,26015441589,672100,-1,1.7,1.8
51,20503900,26016332282,953000,-2,1.8,3.07
60,3789800,26026238533,167300,1,3.07,65.77
57,6229800,26030711678,9000,2,65.77,1.3
51,3006300,26030802297,5727000,-1,1.3,1.21
54,3792200,26030949505,792400,-2,1.21,1
48,1848700,26030949505,3792200,-3,1,1.14
48,19585900,26030965535,1588800,-4,1.14,2.59
65,4930100,26047625033,437700,1,2.59,2.17
61,2762300,26048350105,3051200,2,2.17,4.01
66,4608500,26049535427,160100,3,4.01,1.24
61,3348000,26049742020,2183900,-1,1.24,1.28
53,36911400,26049809563,2920400,-2,1.28,3.69
59,2360900,26060876047,382000,1,3.69,4.97
53,1727000,26063208759,111800,2,4.97,1.13
44,1578400,26063237106,1195600,-1,1.13,6.11
58,4443800,26064789350,12800,1,6.11,1.36
62,50832200,26065377518,1631400,-1,1.36,8.94
60,11901500,26082908140,110200,1,8.94,1.94
67,3428000,26083203831,10721100,-1,1.94,12.88
53,54926700,26086955395,9000,1,12.88,11.75
63,11202300,26116923222,7900,2,11.75,1.02
56,10399000,26116923222,11202300,-1,1.02,2.91
62,9974000,26119039719,790000,1,2.91,1.03
67,10918400,26119039719,9974000,-1,1.03,1.27
63,11445200,26119188091,9884300,-2,1.27,127.94
67,18008100,26125727821,8500,1,127.94,1.12
61,2222400,26125742407,17836400,-1,1.12,6.79
59,6549000,26128341654,199600,1,6.79,16.68
68,8699500,26134253675,11800,2,16.68,1.56
66,4810900,26134641406,3324100,-1,1.56,2.2
69,11297600,26137995952,819300,1,2.2,1.43
70,20156800,26138803298,5475300,-1,1.43,2.58
60,7792600,26148243254,2380200,1,2.58,1.96
69,3159700,26151215768,2373100,-1,1.96,2.36
61,7470200,26152663499,1152600,1,2.36,2.15
67,4723900,26155758194,1601600,2,2.15,1.42
63,3685200,26155947962,3131000,-1,1.42,1.06
68,4057900,26155947962,3685200,-2,1.06,1.25
64,14973500,26156065714,3215600,-3,1.25,3.7
60,6140200,26170513157,176400,1,3.7,1.25
59,3265000,26170653781,4604700,-1,1.25,3.35
60,4154200,26173669993,234900,1,3.35,1.46
70,21315400,26174735219,1292100,-1,1.46,3.44
56,16246200,26187926719,115400,1,3.44,6.52
60,3401600,26197848296,15300,2,6.52,1.25
55,1509000,26198370874,1281000,-1,1.25,1.26
63,2787600,26198383052,1428400,-2,1.26,1.44
61,7771700,26198665521,1763300,-3,1.44,2.05
65,4660600,26202116968,313200,1,2.05,2.21
62,4536600,26203114219,2764500,2,2.21,6.3
56,6263100,26207621439,14100,3,6.3,291.21
61,6370500,26216595849,2400,4,291.21,2.04
61,7945700,26216918441,5484000,5,2.04,3.51
60,8307100,26228749723,202000,6,3.51,225.25
61,6617600,26239385867,3200,7,225.25,2.27
53,6472500,26244979453,516000,8,2.27,1.56
49,1275700,26245963293,536700,-1,1.56,4.03
58,6678300,26247107464,10500,1,4.03,2.14
61,15647800,26252600287,531300,2,2.14,2.68
61,10266200,26255915459,287300,3,2.68,8.61
59,2362900,26260100680,238500,4,8.61,1.17
54,2055500,26260147334,1935900,-1,1.17,5.89
59,2824300,26262468059,238900,1,5.89,1.83
62,7500300,26262913413,1904900,-1,1.83,1.33
53,8091900,26263917582,2471200,-2,1.33,1.53
52,2289200,26265547287,477300,-3,1.53,2.9
62,3330300,26266835315,160300,1,2.9,2.02
56,2186300,26267635176,333100,2,2.02,16.69
55,1574600,26269200293,58900,3,16.69,1.48
50,1850500,26269335157,1148600,-1,1.48,2.19
57,2363600,26270068950,785500,1,2.19,2.33
62,2909500,26271489731,308200,2,2.33,4.33
58,2452200,26272819002,452300,3,4.33,3.35
59,3806900,26274260338,237400,4,3.35,1.88
53,2775700,26274942345,813700,-1,1.88,1.83
52,3921500,26275283457,1454700,-2,1.83,1.28
55,14291500,26275419297,2469900,-3,1.28,1.05
57,5563500,26275419297,14291500,-4,1.05,16.71
58,2181400,26280980069,10600,1,16.71,1.15
55,2219900,26280982412,2159600,-1,1.15,1.27
56,3481000,26281014884,2031400,-2,1.27,1
54,3887700,26281014884,3481000,-3,1,30.5
58,2532600,26287158152,12600,1,30.5,1.17
50,1700600,26287165700,2459500,-1,1.17,1.11
52,3902100,26287171498,1642500,-2,1.11,2.56
57,2387400,26287953076,1369700,1,2.56,1.98
56,3370300,26288272456,1524500,2,1.98,2.57
57,3185400,26289943732,795800,3,2.57,9.09
59,4654800,26294606297,28300,4,9.09,21.47
59,4069200,26297925013,52300,5,21.47,1.28
54,2088700,26297942126,3912800,-1,1.28,40.07
58,7601600,26300647015,4300,1,40.07,1.33
61,22799300,26300736380,7063200,-1,1.33,1.37
53,2833300,26306742551,2744700,-2,1.37,2.38
52,3644900,26307333283,1744800,1,2.38,110.17
58,7228700,26313418883,2200,2,110.17,1.47
52,2051100,26313649031,6644000,-1,1.47,5.11
53,4498300,26315844309,79900,1,5.11,20.67
54,7139000,26319253216,22200,2,20.67,1.1
50,2185900,26319253995,7131000,-1,1.1,6.26
55,5881600,26322225205,46000,1,6.26,1.22
54,23918400,26322494564,4136900,-1,1.22,2.59
54,4109300,26327946890,837200,1,2.59,2.11
55,2456400,26330741965,507000,2,2.11,1.15
56,2213300,26330817701,1912500,-1,1.15,2.6
56,1933800,26331879802,799600,1,2.6,1.52
59,33402700,26332073624,773400,-1,1.52,4.38
56,4882800,26350953949,72500,1,4.38,3.15
59,2449700,26354555713,609200,2,3.15,1.89
57,39161600,26355098395,826600,-1,1.89,1.91
58,18091700,26373471425,859400,-2,1.91,2.21
62,2179300,26375763361,383700,1,2.21,1.96
59,18586900,26376405760,1039700,-1,1.96,51.46
49,6901700,26386841539,3200,1,51.46,6.68
54,6759300,26393776993,43700,2,6.68,2.83
50,6536500,26396250551,583200,3,2.83,13.12
56,6672100,26397973992,58000,4,13.12,1.45
48,1688500,26398044177,6448800,-1,1.45,3.93
55,7377100,26400287152,313900,1,3.93,7.56
53,8054700,26407266844,29100,2,7.56,1.08
48,2909100,26407314913,7253800,-1,1.08,1.09
55,5934200,26407332977,2608300,-2,1.09,1.66
60,29816900,26408566080,1898600,-3,1.66,1.22
50,7402400,26410192704,3558400,-4,1.22,18.27
59,7732400,26417667526,15300,1,18.27,1.53
55,2141900,26417976856,7019600,-1,1.53,1.5
51,2936200,26418206152,1493600,-2,1.5,1.03
52,4379500,26418206152,2936200,-3,1.03,11.9
53,7207600,26424281995,14400,1,11.9,2.37
54,3089100,26430760002,598600,2,2.37,2.37
58,2788300,26432722083,418600,3,2.37,1.03
49,3088900,26432722083,2788300,-1,1.03,1.26
52,2775900,26432833265,2619600,-2,1.26,2.71
54,2801900,26436170454,115500,1,2.71,1.18
51,2534200,26436224423,2171900,-1,1.18,1.06
55,2694200,26436224423,2534200,-2,1.06,2.89
55,3745800,26437946523,896500,1,2.89,2.1
54,3377100,26439522031,204700,2,2.1,21.02
64,1509500,26442981160,14200,3,21.02,4.05
54,6144200,26443789612,170600,4,4.05,10.38
57,3550900,26447819147,55100,5,10.38,1
52,5802600,26447819147,3550900,-1,1,1.54
53,2926800,26448783692,1936700,-2,1.54,1.15
53,3468200,26448857550,1709100,-3,1.15,1.59
51,5381200,26448996279,1773300,-4,1.59,31.96
61,11714300,26455734018,1100,1,31.96,19.67
57,2661500,26469050747,12100,2,19.67,1.77
54,2391200,26469484434,1771500,-1,1.77,3.09
55,2177200,26470884028,600500,1,3.09,2.94
48,1352500,26472254467,225100,2,2.94,1.35
53,2108500,26472391567,897800,-1,1.35,3.39
54,16852700,26473598747,398700,1,3.39,1.26
52,27016200,26473630318,16606100,-1,1.26,6.19
41,663400,26489469331,87800,1,6.19,2.04
45,55026900,26489632390,433100,2,2.04,8.61
49,1871800,26517631358,22800,3,8.61,4.43
44,1010800,26519486689,169000,4,4.43,4.47
54,2567300,26520149529,29000,5,4.47,2.17
57,27235700,26521089420,501900,6,2.17,4.92
57,1730200,26525380145,86400,7,4.92,1
50,3262500,26525380145,1730200,-1,1,2.49
55,32523000,26526827770,476700,1,2.49,1.56
52,12307700,26539501224,6746000,-1,1.56,1.3
47,2751600,26539625850,11878700,-2,1.3,1.17
43,2867000,26539637397,2672500,-3,1.17,1.03
44,4388400,26539637397,2867000,-4,1.03,1.97
50,4307300,26541816272,1089500,0,1.97,4.66
56,3534100,26544647086,186400,1,4.66,3.22
57,4344200,26547269885,325100,2,3.22,1.5
51,2876100,26547610348,2189400,-1,1.5,3.46
51,2017800,26549706175,37700,1,3.46,1.85
55,26175200,26550078920,957200,-1,1.85,1.26
49,3558000,26551327342,1947100,-2,1.26,10.18
50,2719600,26553574101,16600,1,10.18,1.23
46,1389100,26553678130,1460800,-1,1.23,9.81
46,1980900,26554826542,39300,1,9.81,4.56
51,1587200,26556444019,78000,2,4.56,16
57,1658000,26558025450,56200,3,16,2.34
54,2079100,26559120344,361900,4,2.34,2.02
51,2419700,26559565989,749000,5,2.02,1.32
49,2449600,26559695151,1849100,-1,1.32,5.21
49,1250800,26562594346,39400,1,5.21,3.54
51,2044700,26563869824,141700,2,3.54,1.4
52,2131300,26564253790,980200,-1,1.4,1.54
60,14414300,26564630806,664700,-2,1.54,4.31
56,2329500,26569153100,122500,1,4.31,1.19
48,775200,26569164588,2206300,-1,1.19,8.85
53,1235700,26570224573,13700,1,8.85,1.18
56,31493900,26570226016,1217400,-1,1.18,4.14
55,2156300,26587071563,220600,1,4.14,1.9
68,4803900,26587312848,1518500,-1,1.9,31.82
58,2436200,26591440091,11100,1,31.82,1.65
61,3373000,26591695043,1424700,-1,1.65,1.26
58,15317200,26591730726,2678500,-2,1.26,1.1
59,13975700,26591762420,14685900,-3,1.1,3.49
58,2799800,26604093221,70300,1,3.49,1.1
54,3936100,26604104530,2678200,-1,1.1,1.74
53,33798200,26604752370,2065300,-2,1.74,2.02
53,4000300,26611376499,2151500,1,2.02,4.2
49,1889200,26617309929,67100,2,4.2,1.18
54,2385400,26617323867,1731000,-1,1.18,1.31
56,3450900,26617351405,2198300,-2,1.31,4.86
59,3540400,26620878903,41600,1,4.86,1.97
53,4645700,26621966319,1292300,0,1.97,4.39
54,2412400,26624943838,68600,1,4.39,1.32
59,83478900,26625078048,1824000,-1,1.32,2.77
47,27315900,26643257714,510400,1,2.77,1.53
59,4390000,26650996664,1220200,-1,1.53,4.42
53,27616400,26655204915,148400,1,4.42,10
59,2643900,26671297962,14900,2,10,4.64
53,1868000,26672612882,73000,3,4.64,2.95
57,3249500,26673236742,691000,4,2.95,1.32
53,13255800,26673349653,2497300,-1,1.32,17.23
55,3585800,26685299170,14500,1,17.23,1.76
56,29423400,26685763737,1310400,-1,1.76,2.5
51,2778400,26691923092,1105000,1,2.5,2.9
48,1028600,26692933435,53600,2,2.9,6.49
53,2078300,26693601611,52900,3,6.49,1.68
53,2920900,26693707393,1326200,-1,1.68,1.18
50,2374900,26693720631,2797700,-2,1.18,3.25
60,2804000,26695751811,175500,1,3.25,6.27
55,2027800,26699393275,145000,2,6.27,16.76
48,1255600,26703001183,13900,3,16.76,1.62
46,870800,26703071799,634200,-1,1.62,1.8
55,28790900,26703100506,509300,-2,1.8,4.59
61,3699000,26719189031,114000,1,4.59,1.04
58,4929300,26719189031,3699000,-1,1.04,11.57
54,2497600,26722371633,28900,1,11.57,5.5
53,1377300,26724908557,70200,2,5.5,2.01
54,2982000,26725190763,613600,3,2.01,3.52
50,1561400,26729365010,52900,4,3.52,1.25
48,1628200,26729457304,821000,-1,1.25,1.33
50,2622700,26729601956,1161200,-2,1.33,16.29
61,3400600,26733303299,15100,1,16.29,1.16
54,1962500,26733321529,3227500,-1,1.16,2.07
55,2302800,26733582043,1076500,1,2.07,9.93
56,2003100,26736431627,48600,2,9.93,1.1
51,2304400,26736442101,1898200,-1,1.1,18.48
54,1751200,26738845768,13100,1,18.48,11.73
54,1860800,26741382957,269200,2,11.73,9.55
53,1718400,26744747825,68700,3,9.55,8.85
55,2289800,26747867395,47500,4,8.85,2.87
48,2657100,26749015036,853500,5,2.87,4.28
52,27298300,26752144764,236200,6,4.28,2362.61
59,2602000,26768867432,0,7,2362.61,1.31
49,1910700,26769033550,1690100,-1,1.31,4.9
58,2931500,26771917724,38100,1,4.9,1.67
54,2481200,26772758818,586200,-1,1.67,12.64
59,2961700,26775158802,27800,1,12.64,1.21
58,13209500,26775262530,1831000,-1,1.21,1.27
54,3139500,26775348999,12471200,-2,1.27,1.13
56,5161800,26775360177,3027400,-3,1.13,1.26
51,3332200,26775619894,3078400,-4,1.26,2.52
62,10005800,26777378068,1052100,1,2.52,1.16
53,6078700,26777398094,9746500,-1,1.16,1.09
49,4207800,26777398218,6076700,-2,1.09,1.15
45,8876700,26777429520,3894100,-3,1.15,7.64
55,5081000,26785067744,22500,1,7.64,26.95
60,3910600,26789282190,11400,2,26.95,1.5
47,2217900,26789369939,3368800,-1,1.5,1.18
52,9559300,26789463763,1473900,-2,1.18,3.22
57,4676000,26797291844,1110900,1,3.22,1.18
54,4569000,26797339784,4261600,-1,1.18,1.29
58,6045000,26797430517,3573300,-2,1.29,7.68
58,6522000,26804934898,53500,1,7.68,1.25
49,2598100,26804964289,6297100,-1,1.25,2.9
54,3501400,26807210794,190300,1,2.9,2.96
59,3269600,26809534243,1022700,2,2.96,1.55
58,4644000,26809639361,2381600,-1,1.55,1.21
57,6236100,26809697855,4214200,-2,1.21,1.32
60,3737100,26809714181,6103500,-3,1.32,5.04
64,4069300,26812465291,210400,1,5.04,1.94
56,3564000,26812928219,3164500,-1,1.94,11.37
54,3347100,26817288340,6600,1,11.37,1.33
51,3021700,26817492153,2397600,-1,1.33,8.42
46,1381500,26821317201,1700,1,8.42,1.83
56,8212000,26821343957,1246800,-1,1.83,2.84
53,17908400,26825884163,1266500,1,2.84,161.45
58,3132000,26839337358,1000,2,161.45,3.38
48,2439100,26840876869,848200,3,3.38,8.04
53,3058800,26844855918,105000,4,8.04,1.09
50,4652600,26844856160,3054700,-1,1.09,2.6
49,4513100,26848838736,68400,1,2.6,33.3
50,3292700,26854093220,1000,2,33.3,1.27
49,2754900,26854144522,2749200,-1,1.27,1.21
46,2767400,26854240686,2046700,-2,1.21,2.17
59,5288300,26854937350,1728500,1,2.17,1.9
56,3770600,26856330759,2932900,-1,1.9,1.57
54,5100100,26856501558,2545300,-2,1.57,1.73
54,27343100,26857102435,3927300,-3,1.73,1.34
50,12833800,26861253464,6514200,-4,1.34,1.42
52,4629200,26861328228,12555000,-5,1.42,3.59
53,5591700,26864358393,573700,1,3.59,3.03
61,5313800,26868368517,1123600,2,3.03,1.14
53,5535200,26868369569,5304000,-1,1.14,3.22
58,4617800,26872065590,837200,1,3.22,3.48
55,3553700,26875744517,797700,2,3.48,7.32
56,2954800,26883673272,24100,3,7.32,5.08
55,99736500,26886608023,185400,4,5.08,1.56
52,3044800,26906492587,1503800,-1,1.56,2.01
63,4732900,26906989313,1696000,1,2.01,5.55
56,2668700,26912522293,94800,2,5.55,1.82
57,23008400,26912561979,2423900,-1,1.82,1.18
51,3001600,26912567123,22966200,-2,1.18,1.97
51,2198700,26913051997,1724700,0,1.97,38.6
58,4710600,26916328645,12000,1,38.6,1.51
50,2704400,26916381253,4246200,-1,1.51,1.73
49,22164500,26916484612,2358700,-2,1.73,2.13
57,5180200,26918059611,1445100,1,2.13,3.76
51,2906500,26921962787,637300,2,3.76,1.2
48,2604900,26922009011,2634500,-1,1.2,1.85
61,29686300,26922639064,1439600,-2,1.85,1.65
59,30004700,26925750710,4246500,-3,1.65,2.58
62,7548200,26941831369,1134900,1,2.58,1.16
57,3853400,26941849597,7367100,-1,1.16,2.07
53,5826300,26942531910,2865600,1,2.07,3.62
45,2633000,26951111340,527800,2,3.62,3.92
54,7484900,26954375873,58300,3,3.92,10.35
52,3712600,26963773176,41600,4,10.35,4.86
52,3095200,26967478869,614500,5,4.86,1.67
46,21605700,26967672399,2052100,-1,1.67,1.53
44,1645700,26967721073,21351300,-2,1.53,1.44
46,1727300,26967960797,790300,-3,1.44,1.9
53,3076100,26968064040,1391700,-4,1.9,3.34
57,5107800,26969561803,923600,1,3.34,2.06
54,5627800,26971120048,2801400,2,2.06,7.57
56,3661000,26978292943,59200,3,7.57,2.31
48,2534000,26978878969,2473700,4,2.31,1.17
43,2400900,26978887023,2476400,-1,1.17,1.11
46,5300800,26978936341,1787600,-2,1.11,1.05
48,5801900,26979011341,3800800,-3,1.05,19.08
58,4876400,26983206989,7300,1,19.08,5.86
55,3566700,26988252176,553800,2,5.86,2
49,3034200,26988840644,2710700,3,2,1.21
40,3696000,26988898588,2298400,-1,1.21,2.35
53,7626000,26990121356,1540000,1,2.35,1.15
56,10274400,26990247578,5614900,-1,1.15,2.17
49,5100800,26996129564,2833700,1,2.17,2.36
53,3321800,26996817933,4138900,2,2.36,1
53,25318300,26996817933,3321800,-1,1,3.15
56,4925400,27019408840,546200,1,3.15,2.24
53,7431000,27021559722,2202200,2,2.24,12.72
55,3297900,27032487801,10300,3,12.72,1.47
55,3071400,27032893101,1911600,-1,1.47,2.44
57,4666800,27034258342,1152300,1,2.44,3.78
58,4427500,27039386988,634000,2,3.78,1.23
49,2682700,27039582692,2308100,-1,1.23,1.53
51,2462700,27039911716,1535300,-2,1.53,1.24
51,3844300,27039966194,1818800,-3,1.24,3.87
55,4308700,27042109219,655200,1,3.87,8.59
55,3472000,27046357171,29000,2,8.59,1.24
52,2978500,27046405353,3208800,-1,1.24,9.28
60,8377600,27049014830,12200,1,9.28,1.93
54,28616200,27052028896,3454800,-1,1.93,1.8
53,48190600,27053857763,2265700,-2,1.8,6.2
56,2439100,27083210363,35300,1,6.2,4
49,2955500,27084987981,22300,2,4,1.1
46,2549000,27084990976,2922300,-1,1.1,2
53,5216300,27085666021,1084800,1,2,1.08
55,10510900,27085667135,5200500,-1,1.08,1.86
54,32449200,27087914953,3845200,-2,1.86,1.37
52,5113000,27090484479,7069400,-3,1.37,12.15
54,3882200,27096486766,12400,1,12.15,1.13
51,3738700,27096513595,3577100,-1,1.13,6.97
59,2974100,27101208004,28400,1,6.97,1.48
69,32276100,27101241554,2660100,-1,1.48,1.66
58,31684400,27102522532,7022700,-2,1.66,1.31
58,4684900,27110196478,3790800,-3,1.31,1.12
54,5848000,27110223514,4436400,-4,1.12,3.58
64,8150700,27116885022,850900,1,3.58,1.07
62,9069500,27116887122,8120700,-1,1.07,1
55,7937300,27116887122,9069500,-2,1,1.16
59,14162500,27116896196,7847800,-3,1.16,5.6
53,7980900,27137731269,52600,1,5.6,3.09
60,4543700,27144548056,297300,2,3.09,15.35
60,3575900,27154648582,7300,3,15.35,1.23
51,3640600,27154813362,2277800,-1,1.23,2.21
61,7673500,27156448458,882400,1,2.21,1.85
62,14932700,27156910680,5711400,-1,1.85,12.56
56,5323800,27170108111,27100,1,12.56,1.07
57,6075600,27170108111,5323800,-1,1.07,18.59
52,3428400,27176586063,7100,1,18.59,1.6
68,6706900,27176739365,2741300,-1,1.6,2.29
57,5946600,27181251798,1542300,1,2.29,3.2
57,3776500,27187158703,537900,2,3.2,1.22
53,3590200,27187231993,3254900,-1,1.22,4.62
63,2085400,27189989066,36600,1,4.62,1.03
58,2736000,27189989066,2085400,-1,1.03,2.65
57,29353600,27192325578,305300,1,2.65,8.95
57,3240600,27206803212,62100,2,8.95,2.68
61,5596600,27208546835,475100,3,2.68,1.71
54,4451500,27209458028,3782100,-1,1.71,1.09
47,7319800,27209458092,4450700,-2,1.09,1.5
54,4065900,27209746721,5384000,-3,1.5,1.3
49,22873100,27209830866,3654800,-4,1.3,10.94
58,6104200,27231482175,20100,1,10.94,2.1
60,5470400,27233579622,3711200,2,2.1,6.8
57,3977100,27240539334,55400,3,6.8,1.14
51,3074100,27240544416,3916000,-1,1.14,3.13
58,1811300,27242527880,17900,1,3.13,7.72
52,2126100,27243974102,22300,2,7.72,1
50,1250400,27243974102,2126100,-1,1,1.04
55,6389700,27243974102,1250400,-2,1.04,11.13
60,4899200,27255207352,12200,1,11.13,1.69
58,5641300,27256215820,1535500,-1,1.69,1.52
58,6053500,27257230035,2117900,-2,1.52,2.57
60,7172700,27260638303,1078400,1,2.57,1.42
57,5145800,27260777947,5565600,-1,1.42,1.01
57,7032500,27260777947,5145800,-2,1.01,1.57
54,6062400,27260987311,5668500,-3,1.57,1.11
56,6111600,27260999169,5943700,-4,1.11,1.12
51,6174300,27261011727,5982900,-5,1.12,1.42
49,5442200,27261556129,4358800,-6,1.42,1.05
48,12841600,27261558629,5392200,-7,1.05,1.33
48,11722900,27261875663,11030500,-8,1.33,3.5
53,9283800,27270203086,2240400,1,3.5,1.7
50,6502100,27270955608,6410400,-1,1.7,2.64
52,9940500,27277732548,500000,1,2.64,1.45
52,10117900,27278126417,7289900,-1,1.45,1.15
48,10054900,27278137339,10008800,-2,1.15,1.83
43,5529900,27279529966,8152900,-3,1.83,5.53
47,5087800,27285979918,20100,1,5.53,1.11
48,8233000,27285980736,5079500,-1,1.11,3.92
41,3975500,27298334426,39300,1,3.92,2.76
47,4982900,27301611804,58800,2,2.76,1.04
47,6048100,27301611804,4982900,-1,1.04,1.4
44,8091400,27301729888,4312000,-2,1.4,3.17
44,6158500,27310575876,65000,1,3.17,3.48
42,1943200,27314763171,2589200,2,3.48,1.34
41,3590500,27314788731,1766600,-1,1.34,1.39
48,26632200,27314797155,3548500,-2,1.39,1.31
45,2097600,27320516779,7490200,-3,1.31,1.04
46,11971400,27320516779,2097600,-4,1.04,1
43,17233500,27320516779,11971400,-5,1,3.33
45,11669200,27328450063,1207900,1,3.33,1.89
43,5901600,27328600485,11211600,-1,1.89,1.66
39,5400400,27329286287,3478400,-2,1.66,1.33
35,30735900,27329304831,5101900,-3,1.33,4.48
41,7050600,27342442994,1292000,1,4.48,1.2
39,5338600,27342776334,4901400,-1,1.2,5.12
39,4319700,27347236809,17100,1,5.12,1.52
47,34400300,27347405193,3261600,-1,1.52,1.28
40,32153500,27347513792,32267100,-2,1.28,1.01
38,59274600,27347513792,32153500,-3,1.01,1.35
37,5536000,27347528446,59186900,-4,1.35,13.67
44,4726200,27376425453,18500,1,13.67,8.4
39,105182100,27382100879,24100,2,8.4,67.34
48,5040700,27435023867,2300,3,67.34,1.54
33,1630600,27435684512,2066300,-1,1.54,1.07
37,3644900,27435684512,1630600,-2,1.07,2.76
47,5220200,27438277989,401400,1,2.76,1.98
37,4598800,27439568192,3106200,2,1.98,3.27
43,33732500,27443609301,148700,3,3.27,1.77
48,5094700,27458732485,3099900,-1,1.77,1.11
44,7493900,27458733019,5089000,-2,1.11,1.45
43,37538200,27458885161,6300800,-3,1.45,1.32
39,6508000,27462193921,6235000,-4,1.32,1.19
38,6968600,27462199641,6466800,-5,1.19,1.13
36,5183500,27462202659,6913300,-6,1.13,2.04
40,9625800,27462273288,5029400,1,2.04,1.35
38,3924800,27462458072,8865400,-1,1.35,1.05
32,2929100,27462458072,3924800,-2,1.05,1.37
27,1099500,27462703191,1762000,-3,1.37,1.82
32,1138000,27462849165,492500,-4,1.82,1.69
34,1832700,27463024725,623400,-5,1.69,1.29
32,2200900,27463056415,1592600,-6,1.29,2.24
35,2241500,27463314326,1305800,1,2.24,1.91
31,2222600,27463659661,1044200,-1,1.91,1.59
33,2452900,27463978901,367400,-2,1.59,1.51
